distance_from_home,distance_from_last_transaction,ratio_to_median_purchase_price,repeat_retailer,used_chip,used_pin_number,online_order,fraud
102.6531579491506,1.3944469766482268,0.2437142888484357,1.0,0.0,0.0,1.0,1.0
37.8073777082944,6.871032639809894,2.919010057897994,1.0,1.0,0.0,1.0,0.0
0.8017733755207739,0.2240078173247959,0.3908088515508831,0.0,1.0,0.0,1.0,0.0
2.517924045449072,18.954342117491763,9.154736505628046,1.0,0.0,0.0,1.0,1.0
12.099405845079575,0.0211833278735013,0.9389890653467128,1.0,1.0,1.0,1.0,0.0
86.92680121964295,0.0854000962307671,7.214337815637338,1.0,1.0,0.0,1.0,1.0
3.568074955740179,0.0391313557587996,1.2006523548950725,1.0,0.0,0.0,1.0,0.0
1.2229401455397984,1.427154007690507,1.248906816155228,0.0,1.0,0.0,1.0,0.0
0.6955126015755677,3.341444520291018,4.395732769107926,0.0,0.0,1.0,0.0,0.0
2.1138424750587568,76.74734145658262,0.820880170137871,1.0,0.0,0.0,0.0,0.0
74.46613663124074,0.4199146755935472,1.758819638229321,1.0,0.0,0.0,1.0,0.0
22.571982742576036,3.0248112744975906,5.736565548717926,1.0,0.0,0.0,1.0,1.0
25.180798981294245,0.2206903664306645,1.0665027197632668,1.0,1.0,0.0,1.0,0.0
3.039028165949429,0.6006505088811559,1.7142001563349196,1.0,0.0,0.0,1.0,0.0
66.98438111274044,21.72439495274012,2.4453480375063004,1.0,0.0,0.0,1.0,0.0
1.3611667045728348,0.4701719624277632,4.490783646102389,0.0,0.0,0.0,1.0,1.0
14.180938892937831,1.0807036791580271,4.866453098425845,1.0,1.0,0.0,1.0,1.0
1.9184062652644864,4.530823730226681,0.2042162197645093,1.0,0.0,0.0,1.0,0.0
2.256795765359651,1.483352203539149,0.1592222394480965,1.0,0.0,0.0,1.0,0.0
22.70707030145428,0.2363487486643505,5.553394483387051,1.0,1.0,0.0,0.0,0.0
143.0119665027035,4.128350884228037,5.1175991414031765,1.0,0.0,0.0,0.0,1.0
227.99186061307364,1.4941623742383947,0.62542136252572,1.0,0.0,0.0,1.0,1.0
30.72946604513492,0.8607787866612445,4.390350879637721,1.0,0.0,0.0,1.0,1.0
2.040464814275594,4.07619853574764,0.2718382090413124,1.0,1.0,1.0,1.0,0.0
4.6301407649922295,1.8824298884456945,0.5423694012212387,1.0,0.0,0.0,1.0,0.0
1.5716516955813886,0.3403948530249187,6.875376407707931,0.0,1.0,0.0,1.0,1.0
5.586999184922561,0.1797266495375803,8.70746569924713,1.0,1.0,0.0,1.0,1.0
8.303913060562024,6.810102038095341,8.843039048518392,1.0,1.0,0.0,1.0,1.0
63.39273942966727,0.4202262918045771,4.082319602309629,1.0,0.0,0.0,1.0,1.0
13.254277233918888,0.1526084224211322,4.065265059224942,1.0,0.0,0.0,1.0,1.0
208.1037208310791,0.0054579195767246,0.3945160484316599,1.0,0.0,0.0,0.0,0.0
477.813668702014,240.40720783157937,0.4495099809322353,1.0,1.0,0.0,1.0,1.0
188.33773082621195,0.1799284393952721,16.192207689920828,1.0,0.0,0.0,0.0,1.0
4.907623284732246,0.2337279239131263,4.959318874136394,1.0,0.0,0.0,1.0,1.0
1.4185940849734908,0.6548907717018474,12.733801249729606,0.0,0.0,0.0,1.0,1.0
4.761791405501619,0.0229244016952632,1.2960915400355262,1.0,0.0,0.0,0.0,0.0
6.734175622689868,7.306232129478239,0.4242523538671486,1.0,0.0,0.0,1.0,0.0
563.4388918609332,0.7809556904046717,3.879074749051513,1.0,0.0,0.0,1.0,1.0
27.442338672306565,122.27603183829912,1.7277418636705286,1.0,0.0,0.0,1.0,1.0
